iter	Accuracy	Logloss
141	0.9718253968	0.09988597051
142	0.9718253968	0.09954637615
143	0.9718253968	0.09919356492
144	0.9714285714	0.09855730494
145	0.9714285714	0.0982620178
146	0.9714285714	0.09802373882
147	0.9714285714	0.09760398133
148	0.9722222222	0.09699968871
149	0.973015873	0.09644242835
150	0.9726190476	0.09590680563
151	0.9726190476	0.09590593323
152	0.973015873	0.09523957014
153	0.973015873	0.09476385968
154	0.9726190476	0.09437918122
155	0.9738095238	0.09406158229
156	0.9738095238	0.09372215481
157	0.9738095238	0.09330458046
158	0.9742063492	0.09301685129
159	0.9738095238	0.09265070305
160	0.9738095238	0.09233465049
161	0.9742063492	0.09211786153
162	0.9742063492	0.09192709717
163	0.9738095238	0.09165260469
164	0.9738095238	0.09161101717
165	0.9734126984	0.09131673041
166	0.9734126984	0.09071480662
167	0.9738095238	0.0902610654
168	0.9738095238	0.08999178788
169	0.9734126984	0.08952930939
170	0.9734126984	0.0888497193
171	0.9742063492	0.08840958477
172	0.9738095238	0.08809323642
173	0.9742063492	0.08765811954
174	0.9742063492	0.08753908984
175	0.9746031746	0.08718215015
176	0.9742063492	0.08655749144
177	0.9742063492	0.08642019427
178	0.9746031746	0.08619649135
179	0.9746031746	0.08585394935
180	0.9742063492	0.08542185377
181	0.9746031746	0.08518363282
182	0.975	0.08482326063
183	0.9757936508	0.08430885699
184	0.9757936508	0.0841629324
185	0.9765873016	0.0837166341
186	0.9765873016	0.08323870105
187	0.9765873016	0.08307289199
188	0.9773809524	0.08251909071
189	0.9777777778	0.082255026
190	0.9777777778	0.08186573945
191	0.9781746032	0.08168743521
192	0.9785714286	0.08132714476
193	0.978968254	0.08082245863
194	0.9793650794	0.08036177844
195	0.9793650794	0.07991689778
196	0.9793650794	0.07944703381
197	0.9793650794	0.07924365351
198	0.9793650794	0.07892735621
199	0.9797619048	0.07854590383
200	0.9797619048	0.07837745341
201	0.9805555556	0.07799331433
202	0.9805555556	0.07772768602
203	0.980952381	0.07746946245
204	0.980952381	0.0770834324
205	0.980952381	0.07684758325
206	0.9813492063	0.07666690265
207	0.980952381	0.07625027567
208	0.9813492063	0.07602722702
209	0.9813492063	0.07555561915
210	0.980952381	0.07513038065
211	0.9813492063	0.07488191403
212	0.9817460317	0.0744697036
213	0.9813492063	0.07427714787
214	0.9813492063	0.07427505075
215	0.9817460317	0.07387962011
216	0.9821428571	0.07365984263
217	0.9821428571	0.07329796767
218	0.9825396825	0.07279245931
219	0.9825396825	0.07231869463
220	0.9829365079	0.07176022963
221	0.9829365079	0.07128681617
222	0.9829365079	0.07099236595
223	0.9829365079	0.07099025061
224	0.9829365079	0.07067776181
225	0.9829365079	0.07047349674
226	0.9829365079	0.07018869417
227	0.9825396825	0.06989527587
228	0.9825396825	0.06969534326
229	0.9829365079	0.06919151312
230	0.9833333333	0.0687097924
231	0.9833333333	0.0684861483
232	0.9833333333	0.06819690165
233	0.9833333333	0.0679921172
234	0.9833333333	0.06780761033
235	0.9833333333	0.06771943244
236	0.9837301587	0.06732282736
237	0.9841269841	0.06719881378
238	0.9841269841	0.06683518076
239	0.9849206349	0.06651237247
240	0.9849206349	0.06636017093
241	0.9849206349	0.06591200122
242	0.9857142857	0.06550349534
243	0.9857142857	0.06507776115
244	0.9857142857	0.06471116803
245	0.9857142857	0.06437076753
246	0.9857142857	0.06417578856
247	0.9861111111	0.06390149043
248	0.9865079365	0.06356321364
249	0.9865079365	0.06338016222
250	0.9865079365	0.06286867014
251	0.9865079365	0.06264550684
252	0.9873015873	0.06236581273
253	0.9873015873	0.06210037305
254	0.9873015873	0.06184061115
255	0.9873015873	0.06144512392
256	0.9873015873	0.06111920273
257	0.9876984127	0.06090112959
258	0.9880952381	0.06056217905
259	0.9880952381	0.06030789303
260	0.9880952381	0.06012568856
261	0.9880952381	0.05990210083
262	0.9884920635	0.05953346466
263	0.9884920635	0.05925062986
264	0.9884920635	0.05893307664
265	0.9888888889	0.05865951121
266	0.9888888889	0.05853914607
267	0.9888888889	0.05830420009
268	0.9888888889	0.05807314694
269	0.9892857143	0.05790893887
270	0.9892857143	0.05779198616
271	0.9896825397	0.0576572487
272	0.9896825397	0.05756066737
273	0.9896825397	0.05735446336
274	0.9900793651	0.05714528846
275	0.9900793651	0.05692466572
276	0.9900793651	0.05670753556
277	0.9900793651	0.05644024536
278	0.9900793651	0.05627567981
279	0.9900793651	0.05606073298
280	0.9908730159	0.05585744954
281	0.9912698413	0.05570842055
282	0.9920634921	0.05542174372
283	0.9920634921	0.05526848554
284	0.9920634921	0.05504945286
285	0.9920634921	0.05489779066
286	0.9924603175	0.05477151075
287	0.9920634921	0.05456738762
288	0.9920634921	0.05440485628
289	0.9920634921	0.05416948551
290	0.9920634921	0.053946352
291	0.9920634921	0.05377038145
292	0.9924603175	0.0535485905
293	0.9924603175	0.05335913286
294	0.9928571429	0.05314799168
295	0.9928571429	0.05302959657
296	0.9928571429	0.05289691174
297	0.9928571429	0.05269014576
298	0.9928571429	0.0524755305
299	0.9928571429	0.05233991483
300	0.9928571429	0.05216957349
301	0.9928571429	0.05188741376
302	0.9928571429	0.05171024284
303	0.9924603175	0.05156137992
304	0.9924603175	0.05136520922
305	0.9924603175	0.05119462374
306	0.9924603175	0.05109018427
307	0.9924603175	0.05075370583
308	0.9924603175	0.05053792694
309	0.9924603175	0.0504248683
310	0.9924603175	0.0502365943
311	0.9924603175	0.0501334123
312	0.9924603175	0.04995457152
313	0.9924603175	0.04982226867
314	0.9924603175	0.04966719907
315	0.9924603175	0.04936803433
316	0.9924603175	0.04926859374
317	0.9928571429	0.04906436536
318	0.9928571429	0.04892135376
319	0.9932539683	0.04876627306
320	0.9932539683	0.04863295444
321	0.9936507937	0.04838194767
322	0.994047619	0.04810001512
323	0.994047619	0.04800271789
324	0.9944444444	0.04779599921
325	0.9944444444	0.04769180721
326	0.9944444444	0.04742342186
327	0.9944444444	0.04730011185
328	0.9944444444	0.04716248343
329	0.9944444444	0.04699907214
330	0.9944444444	0.04678212544
331	0.9944444444	0.04661092913
332	0.9944444444	0.0464241993
333	0.9944444444	0.04631467037
334	0.9944444444	0.04607179355
335	0.9944444444	0.04594100073
336	0.9944444444	0.04578498192
337	0.9944444444	0.04569110013
338	0.9948412698	0.04548910395
339	0.9948412698	0.04534375735
340	0.9948412698	0.04527503237
341	0.9948412698	0.0451626257
342	0.9948412698	0.04498293719
343	0.9948412698	0.04484402701
344	0.9948412698	0.04472889778
345	0.9948412698	0.04461064718
346	0.9948412698	0.04453224774
347	0.9948412698	0.0443412758
348	0.9948412698	0.04424385118
349	0.9948412698	0.04408167725
350	0.9948412698	0.04399852559
351	0.9948412698	0.04385149662
352	0.9948412698	0.04369903974
353	0.9948412698	0.04350833161
354	0.9948412698	0.0432699196
355	0.9944444444	0.04316020516
356	0.9948412698	0.04290967588
357	0.9948412698	0.04281372661
358	0.9948412698	0.0427097644
359	0.9948412698	0.0426067961
360	0.9948412698	0.04248137003
361	0.9948412698	0.04237879923
362	0.9948412698	0.04233430675
363	0.9948412698	0.04217620977
364	0.9948412698	0.04208732472
365	0.9948412698	0.04195859995
366	0.9948412698	0.04177917894
367	0.9948412698	0.04155362405
368	0.9948412698	0.04145382373
369	0.9948412698	0.04137595089
370	0.9948412698	0.0411831013
371	0.9948412698	0.04107297232
372	0.9948412698	0.04096579635
373	0.9948412698	0.04085038443
374	0.9948412698	0.04068378275
375	0.9948412698	0.04053510431
376	0.9948412698	0.04040372105
377	0.9952380952	0.04030027888
378	0.9952380952	0.04014141236
379	0.9956349206	0.03997762099
380	0.9952380952	0.03989592809
381	0.9952380952	0.03977842675
382	0.9956349206	0.03967809662
383	0.9956349206	0.03953131803
384	0.9956349206	0.03941277635
385	0.9952380952	0.03925549307
386	0.9956349206	0.03913048148
387	0.9952380952	0.03901936479
388	0.9952380952	0.03893647065
389	0.9952380952	0.03884051896
390	0.9952380952	0.03878488445
391	0.9952380952	0.0386961834
392	0.9952380952	0.03859448507
393	0.9952380952	0.03846500578
394	0.9952380952	0.03838273182
395	0.9952380952	0.03817031739
396	0.9952380952	0.03804296425
397	0.9952380952	0.03796624143
398	0.9952380952	0.03783254105
399	0.9952380952	0.03768241489
400	0.9952380952	0.03758527046
401	0.9952380952	0.03750008611
402	0.9956349206	0.03746071246
403	0.9956349206	0.0374121894
404	0.9956349206	0.03730049924
405	0.9956349206	0.03721348475
406	0.9956349206	0.03707281242
407	0.9956349206	0.03698072918
408	0.9956349206	0.03690293477
409	0.9956349206	0.03681146309
410	0.9956349206	0.03673609812
411	0.9956349206	0.0366154702
412	0.9956349206	0.03649468118
413	0.996031746	0.036383164
414	0.9956349206	0.03628840895
415	0.996031746	0.03621197324
416	0.996031746	0.03616796709
417	0.996031746	0.03607930438
418	0.9964285714	0.03599413632
419	0.9964285714	0.03588058035
420	0.9964285714	0.0358088449
421	0.9964285714	0.03574665171
422	0.9964285714	0.03567811171
423	0.9968253968	0.03557694493
424	0.9964285714	0.03549973071
425	0.9964285714	0.0353499427
426	0.9964285714	0.03525783083
427	0.9964285714	0.03517830062
428	0.9964285714	0.035075901
429	0.9964285714	0.0349862557
430	0.9964285714	0.03491022403
431	0.9964285714	0.0347832273
432	0.9964285714	0.03465682144
433	0.9968253968	0.03459150702
434	0.9968253968	0.0344910668
435	0.9968253968	0.03439526846
436	0.9968253968	0.03432200536
437	0.9968253968	0.03425501612
438	0.9968253968	0.03416354215
439	0.9968253968	0.03407100245
440	0.9968253968	0.03394369945
441	0.9968253968	0.03385428284
442	0.9968253968	0.03372999392
443	0.9972222222	0.03361006278
444	0.9972222222	0.03352669692
445	0.9972222222	0.03344026425
446	0.998015873	0.03334146068
447	0.998015873	0.03326742281
448	0.998015873	0.03320763002
449	0.998015873	0.0331503265
450	0.9976190476	0.03297763349
451	0.9976190476	0.0329235505
452	0.998015873	0.0328446781
453	0.998015873	0.03276767111
454	0.998015873	0.03268580103
455	0.998015873	0.03263929526
456	0.998015873	0.03254403135
457	0.998015873	0.03251493355
458	0.998015873	0.03244995979
459	0.998015873	0.03238696121
460	0.998015873	0.03234510722
461	0.998015873	0.03225378363
462	0.998015873	0.03217467868
463	0.998015873	0.03207423602
464	0.998015873	0.032034427
465	0.998015873	0.03196900012
466	0.9976190476	0.03178648086
467	0.9976190476	0.0317246655
468	0.9976190476	0.03163054076
469	0.9976190476	0.03159345621
470	0.9976190476	0.03147481178
471	0.9976190476	0.0314142256
472	0.9976190476	0.03136644623
473	0.9976190476	0.03127100257
474	0.9976190476	0.03118403087
475	0.9976190476	0.03109489054
476	0.9976190476	0.03101610333
477	0.998015873	0.03094142924
478	0.998015873	0.03086059658
479	0.998015873	0.03081164454
480	0.998015873	0.03075910273
481	0.998015873	0.03069791428
482	0.9976190476	0.03064058436
483	0.998015873	0.03058109267
484	0.998015873	0.03051736983
485	0.998015873	0.03039989224
486	0.998015873	0.03034180953
487	0.998015873	0.03023338877
488	0.998015873	0.03010055754
489	0.998015873	0.03004645231
490	0.998015873	0.03000064932
491	0.998015873	0.0299599101
492	0.998015873	0.02991367767
493	0.998015873	0.02986299861
494	0.998015873	0.02977459778
495	0.998015873	0.02973676725
496	0.998015873	0.02964910981
497	0.998015873	0.02958489948
498	0.998015873	0.02955438642
499	0.998015873	0.02948457694
500	0.9984126984	0.02942943062
501	0.9984126984	0.0293917926
502	0.9984126984	0.02932194676
503	0.9984126984	0.02925378698
504	0.9984126984	0.02917779162
505	0.9984126984	0.02911124155
506	0.9984126984	0.02900683961
507	0.9984126984	0.02897229913
508	0.9984126984	0.02892286709
509	0.9984126984	0.02887708237
510	0.9984126984	0.02883231743
511	0.9984126984	0.02874044045
512	0.9984126984	0.02864080472
513	0.9984126984	0.028614856
514	0.9984126984	0.02850373952
515	0.9984126984	0.02845666139
516	0.9984126984	0.02839065789
517	0.9984126984	0.02835742141
518	0.9984126984	0.02830073113
519	0.9984126984	0.02827352332
520	0.9984126984	0.02822480403
521	0.9984126984	0.02815991547
522	0.9984126984	0.02810527442
523	0.9984126984	0.02805185706
524	0.9984126984	0.02799384617
525	0.9984126984	0.02793892229
526	0.9984126984	0.02783266606
527	0.9984126984	0.02775753078
528	0.9984126984	0.02771267714
529	0.9984126984	0.02762142697
530	0.9984126984	0.02758535701
531	0.9984126984	0.02752011959
532	0.9984126984	0.0274749843
533	0.9984126984	0.02743511435
534	0.9984126984	0.02738713795
535	0.9984126984	0.0273320043
536	0.9984126984	0.02722649062
537	0.9984126984	0.02715699961
538	0.9984126984	0.02710449138
539	0.9984126984	0.02706948574
540	0.9984126984	0.0270143365
541	0.9984126984	0.02698284687
542	0.9984126984	0.02693494171
543	0.9984126984	0.02691181288
544	0.9984126984	0.02686886788
545	0.9984126984	0.02682649383
546	0.9984126984	0.02675818527
547	0.9984126984	0.0267382777
548	0.9984126984	0.02665323193
549	0.9984126984	0.02659018521
550	0.9984126984	0.02656411128
551	0.9984126984	0.02654052855
552	0.9984126984	0.02643185133
553	0.9984126984	0.02634920509
554	0.9984126984	0.0263107873
555	0.9984126984	0.02624915933
556	0.9984126984	0.02619470253
557	0.9984126984	0.02613349866
558	0.9984126984	0.026079958
559	0.9984126984	0.02605340483
560	0.9984126984	0.02596637953
561	0.9984126984	0.02592708042
562	0.9984126984	0.02588787435
563	0.9984126984	0.02584551917
564	0.9984126984	0.02579244196
565	0.9984126984	0.0257241648
566	0.9984126984	0.02567342617
567	0.9984126984	0.02563602219
568	0.9984126984	0.0255960205
569	0.9984126984	0.02553389027
570	0.9984126984	0.0254695769
571	0.9984126984	0.02536545957
572	0.9984126984	0.02526915584
573	0.9984126984	0.02523281447
574	0.9984126984	0.02519784727
575	0.9984126984	0.02514303421
576	0.9984126984	0.02503616312
577	0.9984126984	0.02497629256
578	0.9984126984	0.02489757201
579	0.9984126984	0.02486643877
580	0.9984126984	0.02482428381
581	0.9984126984	0.02481060993
582	0.9984126984	0.02475170315
583	0.9984126984	0.0246824191
584	0.9984126984	0.02461041015
585	0.9984126984	0.02457667615
586	0.9984126984	0.02454881274
587	0.9984126984	0.02450865951
588	0.9984126984	0.02444027235
589	0.9984126984	0.02439828309
590	0.9984126984	0.02434710171
591	0.9984126984	0.02432846272
592	0.9984126984	0.02424022354
593	0.9984126984	0.02417537411
594	0.9984126984	0.02415571217
595	0.9984126984	0.02409209841
596	0.9984126984	0.02405896717
597	0.9984126984	0.02402369965
598	0.9984126984	0.02397412199
599	0.9984126984	0.02393295782
600	0.9984126984	0.02388697822
601	0.9984126984	0.02381757142
602	0.9984126984	0.02379242749
603	0.9984126984	0.0237175623
604	0.9984126984	0.02368545891
605	0.9984126984	0.0236470071
606	0.9984126984	0.02356814403
607	0.9984126984	0.02353243696
608	0.9984126984	0.02351224514
609	0.9984126984	0.02347732377
610	0.9984126984	0.02343987475
611	0.9984126984	0.023413726
612	0.9984126984	0.02336474886
613	0.9984126984	0.02331310113
614	0.9984126984	0.02325694356
615	0.9984126984	0.023219626
616	0.9984126984	0.02314314496
617	0.9984126984	0.02309841999
618	0.9984126984	0.02305376743
619	0.9984126984	0.02301805089
620	0.9984126984	0.02294383658
621	0.9984126984	0.02291184982
622	0.9984126984	0.02286890389
623	0.9984126984	0.02281516723
624	0.9984126984	0.02278720132
625	0.9984126984	0.02275447298
626	0.9984126984	0.02269785009
627	0.9984126984	0.02262973512
628	0.9988095238	0.02257749291
629	0.9988095238	0.02251881394
630	0.9988095238	0.02249089126
631	0.9988095238	0.02246672855
632	0.9988095238	0.02244531019
633	0.9988095238	0.0224167442
634	0.9988095238	0.02233586915
635	0.9988095238	0.02230932143
636	0.9988095238	0.02224547776
637	0.9988095238	0.02220902479
638	0.9988095238	0.02218104192
639	0.9988095238	0.02216650971
640	0.9988095238	0.02209418108
641	0.9988095238	0.02206552811
642	0.9988095238	0.02201061916
643	0.9988095238	0.02196286337
644	0.9988095238	0.02193565769
645	0.9988095238	0.02187400493
646	0.9988095238	0.02184966272
647	0.9988095238	0.02181158043
648	0.9988095238	0.02177225768
649	0.9988095238	0.02174423463
650	0.9988095238	0.02170201746
651	0.9988095238	0.02164477996
652	0.9988095238	0.02160613179
653	0.9988095238	0.02157340271
654	0.9988095238	0.02152720076
655	0.9988095238	0.02146796795
656	0.9988095238	0.021433675
657	0.9988095238	0.02139775369
658	0.9988095238	0.02134074773
659	0.9988095238	0.02127755881
660	0.9988095238	0.02125545646
661	0.9988095238	0.02120940147
662	0.9988095238	0.02115149371
663	0.9988095238	0.02106999081
664	0.9992063492	0.02103574105
665	0.9992063492	0.0210067287
666	0.9992063492	0.02094670065
667	0.9992063492	0.02089028868
668	0.9992063492	0.02084778199
669	0.9992063492	0.0208150735
670	0.9992063492	0.02078700511
671	0.9992063492	0.02074218804
672	0.9992063492	0.0206950665
673	0.9992063492	0.02067374685
674	0.9992063492	0.02062974398
675	0.9992063492	0.02054993012
676	0.9992063492	0.02051568908
677	0.9992063492	0.02046745943
678	0.9992063492	0.0204220104
679	0.9992063492	0.02038438838
680	0.9992063492	0.02032892522
681	0.9992063492	0.02028874821
682	0.9992063492	0.02025207534
683	0.9992063492	0.0201999987
684	0.9992063492	0.02013139757
685	0.9992063492	0.02009886088
686	0.9992063492	0.0200607781
687	0.9992063492	0.02000526141
688	0.9992063492	0.01994510829
689	0.9992063492	0.0199225563
690	0.9992063492	0.01988966822
691	0.9992063492	0.01986641304
692	0.9992063492	0.01983167771
693	0.9992063492	0.01979863847
694	0.9992063492	0.01977453242
695	0.9992063492	0.01972253057
696	0.9992063492	0.01967933324
697	0.9992063492	0.01965721952
698	0.9992063492	0.01963600938
699	0.9992063492	0.0196015317
